  4.999999987376214E-004
  R(mm),T(K),mf(-),mCO2(-),v(m/s),rho(kg/m3),enthalpy(J/kg),
  0.2200E+01,  0.3636E+04,  0.5928E-12,  0.3796E-02, -0.2750E-06,  0.9528E-01,  0.5903E+07,
  0.2300E+01,  0.3636E+04,  0.5928E-12,  0.3796E-02, -0.5550E-06,  0.9528E-01,  0.5903E+07,
  0.2400E+01,  0.3636E+04,  0.5928E-12,  0.3796E-02, -0.1106E-05,  0.9528E-01,  0.5903E+07,
  0.2500E+01,  0.3636E+04,  0.5928E-12,  0.3796E-02, -0.2181E-05,  0.9528E-01,  0.5903E+07,
  0.2600E+01,  0.3636E+04,  0.5928E-12,  0.3796E-02, -0.4252E-05,  0.9528E-01,  0.5903E+07,
  0.2700E+01,  0.3636E+04,  0.5928E-12,  0.3797E-02, -0.8187E-05,  0.9528E-01,  0.5903E+07,
  0.2800E+01,  0.3635E+04,  0.5928E-12,  0.3797E-02, -0.1559E-04,  0.9528E-01,  0.5903E+07,
  0.2900E+01,  0.3635E+04,  0.5928E-12,  0.3798E-02, -0.2933E-04,  0.9528E-01,  0.5903E+07,
  0.3000E+01,  0.3635E+04,  0.5928E-12,  0.3800E-02, -0.5453E-04,  0.9529E-01,  0.5903E+07,
  0.3100E+01,  0.3635E+04,  0.5927E-12,  0.3803E-02, -0.1001E-03,  0.9530E-01,  0.5903E+07,
  0.3200E+01,  0.3634E+04,  0.5927E-12,  0.3810E-02, -0.1811E-03,  0.9531E-01,  0.5903E+07,
  0.3300E+01,  0.3633E+04,  0.5927E-12,  0.3822E-02, -0.3228E-03,  0.9534E-01,  0.5903E+07,
  0.3400E+01,  0.3631E+04,  0.5926E-12,  0.3843E-02, -0.5654E-03,  0.9540E-01,  0.5903E+07,
  0.3500E+01,  0.3627E+04,  0.5924E-12,  0.3883E-02, -0.9718E-03,  0.9549E-01,  0.5903E+07,
  0.3600E+01,  0.3621E+04,  0.5919E-12,  0.3952E-02, -0.1636E-02,  0.9566E-01,  0.5903E+07,
  0.3700E+01,  0.3610E+04,  0.5909E-12,  0.4075E-02, -0.2693E-02,  0.9595E-01,  0.5903E+07,
  0.3800E+01,  0.3592E+04,  0.5881E-12,  0.4290E-02, -0.4330E-02,  0.9642E-01,  0.5903E+07,
  0.3900E+01,  0.3563E+04,  0.5813E-12,  0.4665E-02, -0.6798E-02,  0.9720E-01,  0.5903E+07,
  0.4000E+01,  0.3517E+04,  0.5653E-12,  0.5321E-02, -0.1041E-01,  0.9847E-01,  0.5903E+07,
  0.4100E+01,  0.3446E+04,  0.5298E-12,  0.6488E-02, -0.1550E-01,  0.1005E+00,  0.5903E+07,
  0.4200E+01,  0.3338E+04,  0.4582E-12,  0.8616E-02, -0.2223E-01,  0.1037E+00,  0.5903E+07,
  0.4300E+01,  0.3180E+04,  0.3344E-12,  0.1261E-01, -0.2988E-01,  0.1089E+00,  0.5903E+07,
  0.4400E+01,  0.2961E+04,  0.1809E-12,  0.2023E-01, -0.3524E-01,  0.1169E+00,  0.5903E+07,
  0.4500E+01,  0.2686E+04,  0.2256E-11,  0.3469E-01, -0.2981E-01,  0.1289E+00,  0.5903E+07,
  0.4600E+01,  0.2387E+04,  0.8849E-09,  0.5921E-01,  0.6113E-03,  0.1451E+00,  0.5903E+07,
  0.4700E+01,  0.2110E+04,  0.3163E-06,  0.8469E-01,  0.5571E-01,  0.1642E+00,  0.5903E+07,
  0.4800E+01,  0.1874E+04,  0.1119E-03,  0.7978E-01,  0.3605E-01,  0.1844E+00,  0.5903E+07,
  0.4900E+01,  0.1297E+04,  0.3475E-01,  0.1564E-01,  0.1760E+00,  0.2674E+00,  0.5903E+07,
  0.5000E+01,  0.8499E+03,  0.4828E-01,  0.4728E-02,  0.2751E+00,  0.4084E+00, -0.2369E+05,
  0.5100E+01,  0.5652E+03,  0.5250E-01,  0.1557E-02,  0.3555E+00,  0.6141E+00, -0.2369E+05,
  0.5200E+01,  0.4109E+03,  0.5405E-01,  0.5348E-03,  0.4061E+00,  0.8443E+00, -0.2369E+05,
  0.5300E+01,  0.3414E+03,  0.5468E-01,  0.1838E-03,  0.4228E+00,  0.1015E+01, -0.2369E+05,
  0.5400E+01,  0.3138E+03,  0.5495E-01,  0.5940E-04,  0.4205E+00,  0.1104E+01, -0.2369E+05,
  0.5500E+01,  0.3041E+03,  0.5505E-01,  0.1726E-04,  0.4102E+00,  0.1139E+01, -0.2369E+05,
  0.5600E+01,  0.3011E+03,  0.5508E-01,  0.4434E-05,  0.3974E+00,  0.1151E+01, -0.2369E+05,
  0.5700E+01,  0.3002E+03,  0.5509E-01,  0.1007E-05,  0.3841E+00,  0.1154E+01, -0.2369E+05,
  0.5800E+01,  0.3001E+03,  0.5509E-01,  0.2041E-06,  0.3712E+00,  0.1154E+01, -0.2369E+05,
  0.5900E+01,  0.3000E+03,  0.5509E-01,  0.3717E-07,  0.3589E+00,  0.1155E+01, -0.2369E+05,
  0.6000E+01,  0.3000E+03,  0.5509E-01,  0.6128E-08,  0.3471E+00,  0.1155E+01, -0.2369E+05,
  0.6100E+01,  0.3000E+03,  0.5509E-01,  0.9204E-09,  0.3359E+00,  0.1155E+01, -0.2369E+05,
  0.6200E+01,  0.3000E+03,  0.5509E-01,  0.1266E-09,  0.3253E+00,  0.1155E+01, -0.2369E+05,
  0.6300E+01,  0.3000E+03,  0.5509E-01,  0.1605E-10,  0.3151E+00,  0.1155E+01, -0.2369E+05,
  0.6400E+01,  0.3000E+03,  0.5509E-01,  0.1883E-11,  0.3054E+00,  0.1155E+01, -0.2369E+05,
  0.6500E+01,  0.3000E+03,  0.5509E-01,  0.2052E-12,  0.2961E+00,  0.1155E+01, -0.2369E+05,
  0.6600E+01,  0.3000E+03,  0.5509E-01,  0.2086E-13,  0.2873E+00,  0.1155E+01, -0.2369E+05,
  0.6700E+01,  0.3000E+03,  0.5509E-01,  0.1986E-14,  0.2789E+00,  0.1155E+01, -0.2369E+05,
  0.6800E+01,  0.3000E+03,  0.5509E-01,  0.1775E-15,  0.2708E+00,  0.1155E+01, -0.2369E+05,
  0.6900E+01,  0.3000E+03,  0.5509E-01,  0.1494E-16,  0.2630E+00,  0.1155E+01, -0.2369E+05,
  0.7000E+01,  0.3000E+03,  0.5509E-01,  0.1187E-17,  0.2556E+00,  0.1155E+01, -0.2369E+05,
  0.7100E+01,  0.3000E+03,  0.5509E-01,  0.8932E-19,  0.2485E+00,  0.1155E+01, -0.2369E+05,
  0.7200E+01,  0.3000E+03,  0.5509E-01,  0.6377E-20,  0.2417E+00,  0.1155E+01, -0.2369E+05,
  0.7300E+01,  0.3000E+03,  0.5509E-01,  0.4329E-21,  0.2352E+00,  0.1155E+01, -0.2369E+05,
  0.7400E+01,  0.3000E+03,  0.5509E-01,  0.2801E-22,  0.2289E+00,  0.1155E+01, -0.2369E+05,
  0.7500E+01,  0.3000E+03,  0.5509E-01,  0.1730E-23,  0.2229E+00,  0.1155E+01, -0.2369E+05,
  0.7600E+01,  0.3000E+03,  0.5509E-01,  0.1021E-24,  0.2171E+00,  0.1155E+01, -0.2369E+05,
  0.7700E+01,  0.3000E+03,  0.5509E-01,  0.5777E-26,  0.2115E+00,  0.1155E+01, -0.2369E+05,
  0.7800E+01,  0.3000E+03,  0.5509E-01,  0.3135E-27,  0.2062E+00,  0.1155E+01, -0.2369E+05,
  0.7900E+01,  0.3000E+03,  0.5509E-01,  0.1635E-28,  0.2010E+00,  0.1155E+01, -0.2369E+05,
  0.8000E+01,  0.3000E+03,  0.5509E-01,  0.8201E-30,  0.1961E+00,  0.1155E+01, -0.2369E+05,
  0.8100E+01,  0.3000E+03,  0.5509E-01,  0.3964E-31,  0.1913E+00,  0.1155E+01, -0.2369E+05,
  0.8200E+01,  0.3000E+03,  0.5509E-01,  0.1848E-32,  0.1867E+00,  0.1155E+01, -0.2369E+05,
  0.8300E+01,  0.3000E+03,  0.5509E-01,  0.8325E-34,  0.1822E+00,  0.1155E+01, -0.2369E+05,
  0.8400E+01,  0.3000E+03,  0.5509E-01,  0.3628E-35,  0.1779E+00,  0.1155E+01, -0.2369E+05,
  0.8500E+01,  0.3000E+03,  0.5509E-01,  0.1531E-36,  0.1738E+00,  0.1155E+01, -0.2369E+05,
  0.8600E+01,  0.3000E+03,  0.5509E-01,  0.6256E-38,  0.1698E+00,  0.1155E+01, -0.2369E+05,
  0.8700E+01,  0.3000E+03,  0.5509E-01,  0.2479E-39,  0.1659E+00,  0.1155E+01, -0.2369E+05,
  0.8800E+01,  0.3000E+03,  0.5509E-01,  0.9527E-41,  0.1622E+00,  0.1155E+01, -0.2369E+05,
  0.8900E+01,  0.3000E+03,  0.5509E-01,  0.3554E-42,  0.1586E+00,  0.1155E+01, -0.2369E+05,
  0.9000E+01,  0.3000E+03,  0.5509E-01,  0.1288E-43,  0.1551E+00,  0.1155E+01, -0.2369E+05,
  0.9100E+01,  0.3000E+03,  0.5509E-01,  0.4537E-45,  0.1518E+00,  0.1155E+01, -0.2369E+05,
  0.9200E+01,  0.3000E+03,  0.5509E-01,  0.1555E-46,  0.1485E+00,  0.1155E+01, -0.2369E+05,
  0.9300E+01,  0.3000E+03,  0.5509E-01,  0.5187E-48,  0.1453E+00,  0.1155E+01, -0.2369E+05,
  0.9400E+01,  0.3000E+03,  0.5509E-01,  0.1686E-49,  0.1423E+00,  0.1155E+01, -0.2369E+05,
  0.9500E+01,  0.3000E+03,  0.5509E-01,  0.5340E-51,  0.1393E+00,  0.1155E+01, -0.2369E+05,
  0.9600E+01,  0.3000E+03,  0.5509E-01,  0.1650E-52,  0.1364E+00,  0.1155E+01, -0.2369E+05,
  0.9700E+01,  0.3000E+03,  0.5509E-01,  0.4973E-54,  0.1337E+00,  0.1155E+01, -0.2369E+05,
  0.9800E+01,  0.3000E+03,  0.5509E-01,  0.1464E-55,  0.1310E+00,  0.1155E+01, -0.2369E+05,
  0.9900E+01,  0.3000E+03,  0.5509E-01,  0.4210E-57,  0.1283E+00,  0.1155E+01, -0.2369E+05,
  0.1000E+02,  0.3000E+03,  0.5509E-01,  0.1183E-58,  0.1258E+00,  0.1155E+01, -0.2369E+05,
  0.1010E+02,  0.3000E+03,  0.5509E-01,  0.3253E-60,  0.1233E+00,  0.1155E+01, -0.2369E+05,
  0.1020E+02,  0.3000E+03,  0.5509E-01,  0.8751E-62,  0.1209E+00,  0.1155E+01, -0.2369E+05,
  0.1030E+02,  0.3000E+03,  0.5509E-01,  0.2304E-63,  0.1186E+00,  0.1155E+01, -0.2369E+05,
  0.1040E+02,  0.3000E+03,  0.5509E-01,  0.5941E-65,  0.1163E+00,  0.1155E+01, -0.2369E+05,
  0.1050E+02,  0.3000E+03,  0.5509E-01,  0.1501E-66,  0.1142E+00,  0.1155E+01, -0.2369E+05,
  0.1060E+02,  0.3000E+03,  0.5509E-01,  0.3716E-68,  0.1120E+00,  0.1155E+01, -0.2369E+05,
  0.1070E+02,  0.3000E+03,  0.5509E-01,  0.9021E-70,  0.1099E+00,  0.1155E+01, -0.2369E+05,
  0.1080E+02,  0.3000E+03,  0.5509E-01,  0.2148E-71,  0.1079E+00,  0.1155E+01, -0.2369E+05,
  0.1090E+02,  0.3000E+03,  0.5509E-01,  0.5020E-73,  0.1060E+00,  0.1155E+01, -0.2369E+05,
  0.1100E+02,  0.3000E+03,  0.5509E-01,  0.1152E-74,  0.1041E+00,  0.1155E+01, -0.2369E+05,
  0.1110E+02,  0.3000E+03,  0.5509E-01,  0.2597E-76,  0.1022E+00,  0.1155E+01, -0.2369E+05,
  0.1120E+02,  0.3000E+03,  0.5509E-01,  0.5977E-78,  0.1004E+00,  0.1155E+01, -0.2369E+05,
  0.1130E+02,  0.3000E+03,  0.5509E-01,  0.3614E-79,  0.9863E-01,  0.1155E+01, -0.2369E+05,
  0.1140E+02,  0.3000E+03,  0.5509E-01,  0.2392E-79,  0.9691E-01,  0.1155E+01, -0.2369E+05,
  0.1150E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.9524E-01,  0.1155E+01, -0.2369E+05,
  0.1160E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.9361E-01,  0.1155E+01, -0.2369E+05,
  0.1170E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.9203E-01,  0.1155E+01, -0.2369E+05,
  0.1180E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.9048E-01,  0.1155E+01, -0.2369E+05,
  0.1190E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.8897E-01,  0.1155E+01, -0.2369E+05,
  0.1200E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.8750E-01,  0.1155E+01, -0.2369E+05,
  0.1210E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.8607E-01,  0.1155E+01, -0.2369E+05,
  0.1220E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.8467E-01,  0.1155E+01, -0.2369E+05,
  0.1230E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.8330E-01,  0.1155E+01, -0.2369E+05,
  0.1240E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.8197E-01,  0.1155E+01, -0.2369E+05,
  0.1250E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.8067E-01,  0.1155E+01, -0.2369E+05,
  0.1260E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.7940E-01,  0.1155E+01, -0.2369E+05,
  0.1270E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.7816E-01,  0.1155E+01, -0.2369E+05,
  0.1280E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.7695E-01,  0.1155E+01, -0.2369E+05,
  0.1290E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.7576E-01,  0.1155E+01, -0.2369E+05,
  0.1300E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.7460E-01,  0.1155E+01, -0.2369E+05,
  0.1310E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.7347E-01,  0.1155E+01, -0.2369E+05,
  0.1320E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.7237E-01,  0.1155E+01, -0.2369E+05,
  0.1330E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.7129E-01,  0.1155E+01, -0.2369E+05,
  0.1340E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.7023E-01,  0.1155E+01, -0.2369E+05,
  0.1350E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.6920E-01,  0.1155E+01, -0.2369E+05,
  0.1360E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.6819E-01,  0.1155E+01, -0.2369E+05,
  0.1370E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.6720E-01,  0.1155E+01, -0.2369E+05,
  0.1380E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.6624E-01,  0.1155E+01, -0.2369E+05,
  0.1390E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.6529E-01,  0.1155E+01, -0.2369E+05,
  0.1400E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.6436E-01,  0.1155E+01, -0.2369E+05,
  0.1410E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.6346E-01,  0.1155E+01, -0.2369E+05,
  0.1420E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.6257E-01,  0.1155E+01, -0.2369E+05,
  0.1430E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.6170E-01,  0.1155E+01, -0.2369E+05,
  0.1440E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.6085E-01,  0.1155E+01, -0.2369E+05,
  0.1450E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.6002E-01,  0.1155E+01, -0.2369E+05,
  0.1460E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.5920E-01,  0.1155E+01, -0.2369E+05,
  0.1470E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.5840E-01,  0.1155E+01, -0.2369E+05,
  0.1480E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.5762E-01,  0.1155E+01, -0.2369E+05,
  0.1490E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.5685E-01,  0.1155E+01, -0.2369E+05,
  0.1500E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.5609E-01,  0.1155E+01, -0.2369E+05,
  0.1510E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.5536E-01,  0.1155E+01, -0.2369E+05,
  0.1520E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.5463E-01,  0.1155E+01, -0.2369E+05,
  0.1530E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.5392E-01,  0.1155E+01, -0.2369E+05,
  0.1540E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.5323E-01,  0.1155E+01, -0.2369E+05,
  0.1550E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.5254E-01,  0.1155E+01, -0.2369E+05,
  0.1560E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.5188E-01,  0.1155E+01, -0.2369E+05,
  0.1570E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.5122E-01,  0.1155E+01, -0.2369E+05,
  0.1580E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.5057E-01,  0.1155E+01, -0.2369E+05,
  0.1590E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.4994E-01,  0.1155E+01, -0.2369E+05,
  0.1600E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.4932E-01,  0.1155E+01, -0.2369E+05,
  0.1610E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.4871E-01,  0.1155E+01, -0.2369E+05,
  0.1620E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.4812E-01,  0.1155E+01, -0.2369E+05,
  0.1630E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.4753E-01,  0.1155E+01, -0.2369E+05,
  0.1640E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.4695E-01,  0.1155E+01, -0.2369E+05,
  0.1650E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.4639E-01,  0.1155E+01, -0.2369E+05,
  0.1660E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.4583E-01,  0.1155E+01, -0.2369E+05,
  0.1670E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.4529E-01,  0.1155E+01, -0.2369E+05,
  0.1680E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.4475E-01,  0.1155E+01, -0.2369E+05,
  0.1690E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.4422E-01,  0.1155E+01, -0.2369E+05,
  0.1700E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.4371E-01,  0.1155E+01, -0.2369E+05,
  0.1710E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.4320E-01,  0.1155E+01, -0.2369E+05,
  0.1720E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.4270E-01,  0.1155E+01, -0.2369E+05,
  0.1730E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.4221E-01,  0.1155E+01, -0.2369E+05,
  0.1740E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.4173E-01,  0.1155E+01, -0.2369E+05,
  0.1750E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.4125E-01,  0.1155E+01, -0.2369E+05,
  0.1760E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.4078E-01,  0.1155E+01, -0.2369E+05,
  0.1770E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.4033E-01,  0.1155E+01, -0.2369E+05,
  0.1780E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.3988E-01,  0.1155E+01, -0.2369E+05,
  0.1790E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.3943E-01,  0.1155E+01, -0.2369E+05,
  0.1800E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.3900E-01,  0.1155E+01, -0.2369E+05,
  0.1810E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.3857E-01,  0.1155E+01, -0.2369E+05,
  0.1820E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.3815E-01,  0.1155E+01, -0.2369E+05,
  0.1830E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.3773E-01,  0.1155E+01, -0.2369E+05,
  0.1840E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.3732E-01,  0.1155E+01, -0.2369E+05,
  0.1850E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.3692E-01,  0.1155E+01, -0.2369E+05,
  0.1860E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.3653E-01,  0.1155E+01, -0.2369E+05,
  0.1870E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.3614E-01,  0.1155E+01, -0.2369E+05,
  0.1880E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.3576E-01,  0.1155E+01, -0.2369E+05,
  0.1890E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.3538E-01,  0.1155E+01, -0.2369E+05,
  0.1900E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.3501E-01,  0.1155E+01, -0.2369E+05,
  0.1910E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.3465E-01,  0.1155E+01, -0.2369E+05,
  0.1920E+02,  0.3000E+03,  0.5509E-01,  0.2366E-79,  0.3429E-01,  0.1155E+01, -0.2369E+05,
  0.1930E+02,  0.3000E+03,  0.5509E-01,  0.2365E-79,  0.3393E-01,  0.1155E+01, -0.2369E+05,
  0.1940E+02,  0.3000E+03,  0.5508E-01,  0.2365E-79,  0.3359E-01,  0.1155E+01, -0.2369E+05,
  0.1950E+02,  0.3000E+03,  0.5500E-01,  0.2360E-79,  0.3324E-01,  0.1155E+01, -0.2369E+05,
  0.1960E+02,  0.3000E+03,  0.5462E-01,  0.2335E-79,  0.3291E-01,  0.1155E+01, -0.2369E+05,
  0.1970E+02,  0.3000E+03,  0.5304E-01,  0.2234E-79,  0.3257E-01,  0.1155E+01, -0.2369E+05,
  0.1980E+02,  0.3000E+03,  0.4800E-01,  0.1925E-79,  0.3225E-01,  0.1155E+01, -0.2369E+05,
  0.1990E+02,  0.3000E+03,  0.3648E-01,  0.1280E-79,  0.3192E-01,  0.1155E+01, -0.2369E+05,
